LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn
225121,UID-27784,Yes,No,No,10,No,Option C,Option A,Option C,Option B,Option B,Option B,Option A,Option B,Option C,No,Option C,35.84,UID-94067,No
310775,UID-83219,Yes,Yes,Yes,61,No,Option A,Option C,Option B,Option B,Option B,Option C,Option B,Option C,Option C,No,Option C,83.65,UID-74208,No
296032,UID-89062,No,Yes,No,2,Yes,Option C,Option C,Option C,Option B,Option A,Option B,Option B,Option C,Option A,No,Option B,94.14,UID-44593,Yes
903068,UID-12953,No,Yes,Yes,19,Yes,Option A,Option A,Option A,Option A,Option B,Option C,Option B,Option C,Option A,Yes,Option C,38.58,UID-28031,No
700597,UID-86687,Yes,Yes,No,72,No,Option A,Option B,Option A,Option C,Option C,Option A,Option B,Option C,Option A,No,Option C,81.41,UID-90678,No
315299,UID-94467,No,No,No,44,No,Option C,Option B,Option A,Option B,Option A,Option A,Option B,Option C,Option A,Yes,Option C,70.37,UID-78705,Yes
521082,UID-81747,No,No,Yes,30,No,Option A,Option B,Option C,Option A,Option A,Option A,Option B,Option B,Option C,Yes,Option C,118.59,UID-24508,Yes
979643,UID-19928,No,No,No,64,Yes,Option B,Option A,Option B,Option A,Option A,Option A,Option B,Option A,Option B,No,Option C,24.33,UID-21925,Yes
601312,UID-47298,Yes,No,Yes,59,Yes,Option C,Option C,Option C,Option B,Option C,Option C,Option C,Option B,Option A,Yes,Option B,72.41,UID-64414,No
158776,UID-25036,Yes,No,No,22,No,Option C,Option B,Option C,Option A,Option B,Option A,Option A,Option C,Option B,Yes,Option C,83.48,UID-25553,Yes
536485,UID-49702,Yes,Yes,No,38,No,Option B,Option A,Option C,Option B,Option B,Option A,Option B,Option A,Option A,No,Option A,21.6,UID-84681,No
991861,UID-91384,Yes,No,No,15,Yes,Option B,Option C,Option C,Option B,Option A,Option B,Option C,Option C,Option A,Yes,Option A,62.4,UID-48394,No
610672,UID-41247,Yes,Yes,No,68,Yes,Option A,Option B,Option C,Option B,Option B,Option A,Option B,Option A,Option A,Yes,Option B,96.3,UID-35456,Yes
914444,UID-11381,Yes,No,No,31,Yes,Option C,Option B,Option B,Option C,Option C,Option B,Option C,Option B,Option B,Yes,Option C,99,UID-74050,No
812507,UID-14685,No,No,Yes,47,No,Option C,Option C,Option A,Option C,Option A,Option C,Option B,Option A,Option C,Yes,Option C,33.91,UID-62767,No
175717,UID-89224,No,No,Yes,4,No,Option A,Option C,Option C,Option B,Option C,Option C,Option C,Option A,Option B,No,Option A,26.49,UID-81355,No
405921,UID-93495,No,No,Yes,13,Yes,Option A,Option B,Option A,Option A,Option B,Option B,Option A,Option C,Option C,Yes,Option B,78.88,UID-83195,Yes
723859,UID-11958,No,No,No,44,Yes,Option A,Option C,Option C,Option A,Option B,Option B,Option B,Option A,Option B,No,Option B,117.46,UID-64548,Yes
115010,UID-16724,Yes,Yes,Yes,12,Yes,Option B,Option C,Option A,Option B,Option A,Option B,Option A,Option C,Option A,No,Option C,37.01,UID-81504,No
778013,UID-45366,No,Yes,Yes,37,Yes,Option C,Option C,Option A,Option A,Option B,Option C,Option A,Option B,Option B,No,Option A,64.22,UID-49298,No
958419,UID-21237,Yes,Yes,No,72,Yes,Option C,Option C,Option A,Option A,Option A,Option A,Option A,Option C,Option A,No,Option A,110.12,UID-52490,Yes
611798,UID-46197,No,Yes,No,9,No,Option A,Option B,Option C,Option A,Option A,Option B,Option B,Option A,Option C,Yes,Option C,99.31,UID-27221,Yes
843905,UID-46646,Yes,Yes,Yes,71,Yes,Option B,Option C,Option C,Option C,Option A,Option A,Option B,Option B,Option C,Yes,Option B,105.88,UID-41810,No
975445,UID-35468,Yes,Yes,No,63,No,Option C,Option B,Option C,Option B,Option B,Option C,Option B,Option B,Option B,No,Option C,48.76,UID-51111,No
698330,UID-70570,No,Yes,No,43,Yes,Option C,Option A,Option B,Option A,Option C,Option B,Option B,Option B,Option C,No,Option C,89.31,UID-41901,Yes
254383,UID-49827,Yes,Yes,Yes,48,No,Option B,Option B,Option B,Option A,Option C,Option C,Option A,Option C,Option B,No,Option C,42.12,UID-93029,Yes
728919,UID-26612,No,No,Yes,33,No,Option A,Option A,Option B,Option C,Option A,Option B,Option A,Option B,Option A,Yes,Option B,92.06,UID-68999,No
254691,UID-97329,No,No,No,44,No,Option C,Option B,Option C,Option B,Option A,Option B,Option A,Option B,Option C,Yes,Option B,92.41,UID-44967,No
475123,UID-47431,Yes,No,Yes,7,No,Option B,Option A,Option A,Option B,Option B,Option A,Option A,Option A,Option C,Yes,Option C,63.45,UID-14687,Yes
349431,UID-25371,Yes,Yes,Yes,19,Yes,Option A,Option B,Option C,Option C,Option A,Option A,Option C,Option A,Option C,No,Option B,97.39,UID-27225,No
470999,UID-71126,No,No,Yes,6,Yes,Option A,Option A,Option B,Option B,Option C,Option A,Option B,Option C,Option B,Yes,Option A,52.69,UID-12462,No
525095,UID-91094,Yes,No,No,63,No,Option B,Option B,Option A,Option A,Option C,Option C,Option C,Option B,Option C,No,Option A,54.17,UID-67814,No
564622,UID-25231,No,Yes,No,64,Yes,Option C,Option B,Option B,Option A,Option C,Option B,Option C,Option A,Option C,Yes,Option A,111.23,UID-64464,Yes
524405,UID-80011,Yes,Yes,Yes,4,No,Option C,Option B,Option A,Option B,Option C,Option C,Option B,Option C,Option B,No,Option A,107.1,UID-42457,Yes
518402,UID-51302,Yes,No,No,61,No,Option C,Option A,Option A,Option B,Option A,Option A,Option B,Option C,Option A,Yes,Option B,103.15,UID-49389,No
651234,UID-90709,Yes,No,Yes,58,Yes,Option B,Option B,Option B,Option A,Option C,Option A,Option C,Option A,Option B,Yes,Option C,66.64,UID-38639,No
841614,UID-62985,Yes,No,No,8,No,Option B,Option C,Option C,Option C,Option B,Option B,Option B,Option C,Option B,No,Option B,84.68,UID-37235,No
143751,UID-23000,No,No,No,61,No,Option C,Option B,Option A,Option C,Option B,Option C,Option B,Option C,Option B,No,Option B,19.16,UID-83501,No
992568,UID-70104,Yes,No,No,65,No,Option C,Option A,Option B,Option A,Option A,Option A,Option C,Option A,Option C,Yes,Option A,100.11,UID-43317,Yes
353185,UID-86441,Yes,Yes,Yes,22,Yes,Option B,Option C,Option C,Option C,Option A,Option C,Option A,Option C,Option C,Yes,Option A,102.92,UID-63813,Yes
166239,UID-77981,Yes,No,Yes,51,Yes,Option C,Option B,Option B,Option C,Option B,Option A,Option B,Option B,Option C,Yes,Option C,92.26,UID-96783,No
622049,UID-52945,No,Yes,No,56,Yes,Option C,Option C,Option C,Option C,Option B,Option C,Option C,Option B,Option A,Yes,Option C,18.81,UID-37458,Yes
365353,UID-84684,No,No,No,33,Yes,Option A,Option B,Option B,Option A,Option B,Option B,Option C,Option A,Option C,No,Option C,107.37,UID-70513,No
687112,UID-71858,Yes,No,No,11,Yes,Option C,Option A,Option A,Option A,Option B,Option A,Option A,Option A,Option A,Yes,Option B,43.87,UID-19404,No
549768,UID-64920,No,Yes,No,19,Yes,Option A,Option C,Option B,Option A,Option C,Option A,Option C,Option A,Option A,No,Option B,104.93,UID-16364,Yes
287238,UID-97953,No,No,No,7,No,Option B,Option C,Option C,Option C,Option B,Option C,Option A,Option C,Option B,Yes,Option C,51.7,UID-62245,Yes
641501,UID-80707,No,Yes,No,64,No,Option B,Option B,Option B,Option B,Option A,Option C,Option A,Option A,Option B,No,Option B,30.94,UID-37789,No
756596,UID-88072,No,No,No,45,Yes,Option C,Option A,Option C,Option A,Option C,Option A,Option A,Option A,Option C,No,Option A,112.61,UID-50423,Yes
962743,UID-17982,Yes,Yes,Yes,47,No,Option A,Option B,Option B,Option B,Option A,Option C,Option B,Option C,Option C,Yes,Option A,112.04,UID-95245,No
397768,UID-12382,Yes,Yes,Yes,11,No,Option C,Option C,Option B,Option B,Option A,Option B,Option B,Option C,Option C,No,Option B,97.75,UID-51030,No
468067,UID-13554,Yes,No,No,62,Yes,Option C,Option A,Option C,Option C,Option C,Option A,Option B,Option B,Option A,No,Option B,85.77,UID-22665,Yes
209677,UID-91573,Yes,No,Yes,8,No,Option C,Option A,Option C,Option C,Option A,Option B,Option B,Option A,Option A,Yes,Option B,114.53,UID-17135,No
782056,UID-63508,Yes,Yes,Yes,50,Yes,Option B,Option A,Option C,Option A,Option B,Option C,Option C,Option C,Option B,No,Option B,44.69,UID-57068,Yes
142374,UID-69239,Yes,No,Yes,69,Yes,Option B,Option C,Option B,Option B,Option A,Option B,Option A,Option C,Option C,No,Option C,85.02,UID-40140,Yes
829608,UID-59415,No,Yes,Yes,57,Yes,Option A,Option C,Option A,Option A,Option C,Option B,Option C,Option B,Option A,No,Option B,107.49,UID-81043,Yes
464873,UID-84830,Yes,No,Yes,6,Yes,Option C,Option C,Option C,Option C,Option B,Option C,Option A,Option A,Option A,Yes,Option A,66.89,UID-90492,No
465386,UID-69932,No,Yes,Yes,54,Yes,Option B,Option A,Option B,Option A,Option B,Option C,Option A,Option C,Option A,Yes,Option C,48.68,UID-75150,No
746699,UID-92489,Yes,No,Yes,39,Yes,Option B,Option C,Option A,Option B,Option C,Option C,Option B,Option B,Option C,Yes,Option B,41.57,UID-86343,No
993142,UID-72661,Yes,No,No,64,No,Option C,Option B,Option A,Option A,Option A,Option B,Option B,Option B,Option A,Yes,Option C,38.68,UID-71473,Yes
716535,UID-59906,Yes,Yes,Yes,3,No,Option C,Option B,Option B,Option B,Option B,Option C,Option A,Option B,Option B,No,Option B,34.49,UID-75653,Yes
863605,UID-28236,No,Yes,No,6,Yes,Option C,Option B,Option C,Option C,Option C,Option B,Option C,Option C,Option C,No,Option A,64.59,UID-61861,Yes
153651,UID-93941,Yes,No,Yes,11,No,Option A,Option C,Option C,Option B,Option A,Option C,Option C,Option C,Option C,No,Option B,67.67,UID-85468,No
165232,UID-88129,No,No,No,21,No,Option B,Option B,Option C,Option A,Option C,Option B,Option A,Option C,Option C,Yes,Option A,73.91,UID-50259,Yes
701062,UID-87902,No,Yes,No,44,Yes,Option A,Option C,Option B,Option B,Option B,Option B,Option C,Option B,Option A,No,Option A,76.96,UID-73000,No
897345,UID-57455,No,No,Yes,52,Yes,Option C,Option A,Option C,Option A,Option C,Option C,Option A,Option C,Option A,No,Option A,20.5,UID-92197,No
591578,UID-75542,Yes,No,No,68,Yes,Option A,Option B,Option C,Option B,Option A,Option C,Option A,Option B,Option C,No,Option B,108.97,UID-25707,Yes
313539,UID-93034,No,No,Yes,41,No,Option C,Option C,Option B,Option C,Option C,Option C,Option A,Option B,Option C,Yes,Option C,61.18,UID-74727,Yes
890391,UID-57377,Yes,Yes,No,22,No,Option A,Option C,Option A,Option A,Option B,Option C,Option B,Option C,Option A,No,Option A,43.83,UID-49872,No
554545,UID-76882,No,No,No,56,No,Option A,Option B,Option C,Option B,Option A,Option A,Option B,Option A,Option C,Yes,Option C,71.77,UID-86203,No
300380,UID-77839,No,Yes,Yes,1,No,Option A,Option C,Option B,Option A,Option A,Option B,Option B,Option C,Option B,Yes,Option C,82.44,UID-22468,Yes
485985,UID-28615,Yes,No,Yes,4,Yes,Option B,Option A,Option B,Option C,Option C,Option C,Option A,Option B,Option A,Yes,Option C,111.3,UID-63163,Yes
418481,UID-94451,No,Yes,Yes,2,Yes,Option A,Option C,Option B,Option B,Option B,Option B,Option B,Option B,Option B,Yes,Option A,71.03,UID-62658,No
901913,UID-88423,No,Yes,Yes,20,Yes,Option C,Option C,Option C,Option C,Option B,Option C,Option B,Option A,Option A,Yes,Option A,91.19,UID-43275,Yes
300301,UID-51728,Yes,Yes,No,29,Yes,Option A,Option C,Option A,Option C,Option C,Option A,Option C,Option A,Option C,Yes,Option B,81.74,UID-43133,No
463244,UID-79679,Yes,Yes,No,32,Yes,Option A,Option A,Option C,Option A,Option A,Option C,Option A,Option C,Option A,Yes,Option A,78.71,UID-27962,Yes
231456,UID-32913,Yes,No,No,55,Yes,Option B,Option A,Option C,Option A,Option A,Option B,Option A,Option C,Option B,Yes,Option B,101.41,UID-17818,No
