Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,url,sku,name,description,price,currency,scraped_at,terms,section
137505,Option A,Yes,Option A,No,1525,Option B,UID-67452,UID-53846,UID-24593,UID-78714,404.98,Option C,UID-61485,Option C,Option A
117070,Option C,Yes,Option B,Yes,2256,Option B,UID-83213,UID-78585,UID-13979,UID-89865,39.32,Option A,UID-52542,Option B,Option B
156321,Option C,Yes,Option A,Yes,2427,Option C,UID-28133,UID-25956,UID-67209,UID-44125,106.47,Option B,UID-96703,Option A,Option A
126224,Option A,Yes,Option A,Yes,2349,Option C,UID-71713,UID-46076,UID-49399,UID-95957,317.85,Option C,UID-98402,Option A,Option C
195419,Option A,No,Option B,No,2388,Option A,UID-81873,UID-39913,UID-54627,UID-93724,361.94,Option A,UID-84193,Option C,Option A
119382,Option C,Yes,Option B,No,2398,Option B,UID-37232,UID-58242,UID-92636,UID-94715,272.93,Option A,UID-37671,Option A,Option B
168293,Option C,No,Option C,Yes,1451,Option A,UID-56082,UID-87310,UID-99323,UID-64268,339.85,Option C,UID-29336,Option C,Option B
151675,Option A,Yes,Option A,Yes,2344,Option A,UID-82067,UID-39968,UID-18054,UID-35584,225.09,Option C,UID-29407,Option A,Option B
172538,Option B,No,Option A,Yes,993,Option C,UID-46726,UID-96751,UID-31506,UID-84224,177.26,Option A,UID-36043,Option A,Option A
188667,Option A,No,Option B,Yes,2584,Option A,UID-62539,UID-91362,UID-86949,UID-72282,132.49,Option A,UID-80998,Option A,Option A
151997,Option B,No,Option C,Yes,1252,Option A,UID-57748,UID-75018,UID-98445,UID-10326,215.77,Option B,UID-46576,Option A,Option C
172089,Option A,Yes,Option C,No,1203,Option B,UID-36960,UID-88335,UID-77678,UID-20014,149.82,Option A,UID-54321,Option A,Option A
197788,Option B,No,Option C,Yes,1432,Option A,UID-41965,UID-72365,UID-85772,UID-96329,96.48,Option A,UID-63379,Option C,Option B
151419,Option C,Yes,Option A,Yes,1456,Option C,UID-39067,UID-43051,UID-66944,UID-52420,387.82,Option C,UID-82218,Option C,Option A
147866,Option B,Yes,Option A,No,868,Option C,UID-15562,UID-92595,UID-37970,UID-86171,221.15,Option C,UID-75621,Option B,Option A
121707,Option C,No,Option C,Yes,2553,Option C,UID-38732,UID-19739,UID-43190,UID-23134,110.28,Option A,UID-48901,Option C,Option B
199186,Option B,No,Option B,No,2013,Option C,UID-83137,UID-60709,UID-54275,UID-20003,149.91,Option C,UID-69242,Option C,Option A
116515,Option A,No,Option B,No,676,Option C,UID-20420,UID-93638,UID-98577,UID-11790,392.23,Option C,UID-13633,Option A,Option C
113192,Option C,Yes,Option B,No,1001,Option C,UID-61254,UID-50274,UID-44616,UID-34203,31.75,Option C,UID-27394,Option C,Option C
139332,Option B,Yes,Option B,Yes,794,Option A,UID-34731,UID-85133,UID-94122,UID-42850,425.0,Option A,UID-18018,Option A,Option B
121580,Option A,No,Option A,No,1992,Option B,UID-26611,UID-10754,UID-85625,UID-73456,255.23,Option C,UID-94966,Option A,Option C
146081,Option C,No,Option C,Yes,2234,Option B,UID-35822,UID-46117,UID-95146,UID-88457,152.4,Option C,UID-45532,Option A,Option B
184134,Option A,Yes,Option B,No,578,Option A,UID-10501,UID-85418,UID-42933,UID-25780,413.97,Option A,UID-48379,Option B,Option B
110245,Option A,No,Option C,Yes,721,Option C,UID-32244,UID-67313,UID-88725,UID-12150,363.97,Option A,UID-69813,Option B,Option B
193904,Option B,No,Option C,No,722,Option B,UID-73363,UID-73685,UID-87804,UID-99324,124.04,Option B,UID-57648,Option C,Option A
187309,Option A,No,Option B,No,1814,Option B,UID-40253,UID-53196,UID-37548,UID-21651,84.35,Option C,UID-29354,Option A,Option C
149370,Option B,Yes,Option B,No,935,Option B,UID-30772,UID-25759,UID-26815,UID-89548,280.66,Option C,UID-82060,Option B,Option A
142822,Option A,No,Option C,No,1127,Option B,UID-93815,UID-26779,UID-47774,UID-77830,167.88,Option A,UID-42567,Option B,Option B
195264,Option A,Yes,Option B,No,2017,Option A,UID-98384,UID-37911,UID-76434,UID-15743,420.67,Option B,UID-35702,Option B,Option B
114414,Option B,Yes,Option B,No,1995,Option B,UID-50994,UID-47841,UID-85648,UID-53089,290.83,Option C,UID-80465,Option A,Option B
167205,Option C,No,Option B,No,1285,Option B,UID-93499,UID-35726,UID-75821,UID-53841,356.19,Option B,UID-17591,Option B,Option C
197198,Option B,No,Option A,Yes,2116,Option C,UID-85137,UID-49228,UID-64121,UID-55137,210.99,Option C,UID-80407,Option A,Option B
127971,Option B,Yes,Option A,Yes,2387,Option C,UID-93202,UID-94591,UID-42476,UID-61024,80.75,Option A,UID-88176,Option B,Option B
186106,Option C,Yes,Option C,Yes,661,Option B,UID-45328,UID-88596,UID-25828,UID-28547,314.95,Option C,UID-46867,Option B,Option C
137576,Option B,No,Option C,No,2091,Option C,UID-53951,UID-21138,UID-91886,UID-67500,26.94,Option C,UID-35801,Option C,Option A
123701,Option B,No,Option B,Yes,1499,Option A,UID-74618,UID-51400,UID-23619,UID-43555,123.84,Option B,UID-28744,Option A,Option B
111254,Option B,No,Option A,No,2191,Option A,UID-94257,UID-26199,UID-44831,UID-82109,149.57,Option A,UID-53526,Option B,Option B
172469,Option B,No,Option A,Yes,1676,Option B,UID-32523,UID-42903,UID-87774,UID-93614,25.72,Option C,UID-78491,Option C,Option A
186649,Option C,Yes,Option C,Yes,645,Option A,UID-32341,UID-19675,UID-16383,UID-58700,302.03,Option C,UID-19696,Option B,Option C
158062,Option A,No,Option B,Yes,1177,Option C,UID-18737,UID-54366,UID-51706,UID-32576,237.61,Option A,UID-38601,Option B,Option A
119053,Option A,Yes,Option C,Yes,1913,Option C,UID-71756,UID-24788,UID-35286,UID-28466,422.77,Option A,UID-81992,Option C,Option B
138598,Option B,No,Option A,No,1655,Option A,UID-37813,UID-75907,UID-56712,UID-18893,423.21,Option C,UID-51124,Option B,Option C
141096,Option C,Yes,Option B,No,2023,Option C,UID-67989,UID-52669,UID-21324,UID-65456,195.62,Option A,UID-12006,Option C,Option A
168589,Option C,Yes,Option B,Yes,1455,Option A,UID-37760,UID-85326,UID-40626,UID-74561,396.36,Option C,UID-63297,Option B,Option C
170754,Option B,No,Option B,No,1596,Option B,UID-36682,UID-55936,UID-65100,UID-15362,322.05,Option C,UID-43651,Option C,Option C
190269,Option C,No,Option A,No,2235,Option B,UID-16261,UID-17276,UID-93919,UID-58564,51.9,Option A,UID-27214,Option C,Option C
192237,Option A,No,Option A,No,1326,Option B,UID-56526,UID-64818,UID-83494,UID-47705,53.34,Option A,UID-11875,Option B,Option C
139398,Option C,Yes,Option B,No,1153,Option A,UID-50786,UID-89122,UID-99457,UID-22157,99.26,Option B,UID-91052,Option A,Option A
135007,Option B,Yes,Option A,No,1690,Option C,UID-55101,UID-73463,UID-80395,UID-22047,429.41,Option A,UID-55595,Option C,Option C
131103,Option A,No,Option B,Yes,963,Option B,UID-56442,UID-93416,UID-31564,UID-12080,46.58,Option A,UID-56344,Option C,Option B
148095,Option A,No,Option B,No,2103,Option A,UID-36369,UID-49102,UID-90221,UID-81631,138.84,Option B,UID-58473,Option A,Option C
124534,Option B,No,Option A,Yes,686,Option A,UID-26604,UID-89950,UID-49323,UID-13828,400.24,Option B,UID-15560,Option B,Option A
