Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_5,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_20,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_65,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_82,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_87,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_20,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_33,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_65,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_53,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_17,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_86,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_62,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_71,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_7,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_90,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_20,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_3,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_69,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_71,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_69,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_29,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_12,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_4,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_27,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_56,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_4,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_50,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_87,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_6,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_69,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_44,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_6,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_5,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_73,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_17,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_28,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_43,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_5,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_22,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_40,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_84,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_11,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_98,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_40,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_74,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_76,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_7,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_90,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_71,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_35,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_24,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_57,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_47,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_2,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_38,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_44,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_78,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_80,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_76,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_34,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_65,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_56,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_63,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_58,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_31,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_81,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_45,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_69,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_24,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_42,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_66,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_49,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_6,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_15,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_23,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_50,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_66,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_98,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_62,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_75,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_53,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_30,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_88,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_95,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_72,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_17,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_41,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_15,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_99,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_12,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_61,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_88,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_79,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_73,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_61,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_75,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_83,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_33,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_59,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_29,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_18,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_58,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_28,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_98,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_17,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
