Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
UID-57959,Option A,75,Yes,UNKNOWN,UID-90891,91652,41.75,-114.67,8,13,Option B,No,0,Yes,No,Option A,0,No,Yes,Yes,No,Yes,No,No,No,Option B,Yes,Option B,53.11,4003.92,32.55,16,3130.35,3262.38,Option A,Option C,UID-69690
UID-63760,Option C,69,Yes,UNKNOWN,UID-47312,90331,35.01,-118.18,2,65,Option B,No,0,Yes,No,Option A,0,No,Yes,No,No,Yes,No,Yes,No,Option A,Yes,Option B,65.74,4765.32,5.02,54,484.9,10933.96,Option A,Option A,UID-92650
UID-54979,Option C,20,No,UNKNOWN,UID-83138,95302,40.62,-123.96,3,51,Option A,Yes,0,Yes,No,Option A,0,Yes,No,No,Yes,No,Yes,No,No,Option B,Yes,Option A,34.35,8026.46,44.33,93,2419.06,9986.2,Option C,Option B,UID-32283
UID-66373,Option B,43,Yes,UNKNOWN,UID-18913,96084,40.23,-118.4,0,25,Option B,Yes,0,Yes,Yes,Option C,0,No,No,No,No,No,Yes,No,No,Option A,Yes,Option A,110.58,6495.82,6.41,46,3010.15,10601.88,Option B,Option C,UID-18585
UID-34781,Option B,57,Yes,UNKNOWN,UID-34447,94495,41.27,-118.4,8,65,Option C,No,0,Yes,No,Option B,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Option A,Yes,Option C,83.77,7673.84,38.63,33,3035.1,5291.77,Option B,Option C,UID-66591
UID-38560,Option A,52,Yes,UNKNOWN,UID-77270,91574,38.25,-117.7,0,49,Option A,No,0,No,No,Option C,0,No,Yes,Yes,Yes,No,No,Yes,No,Option A,Yes,Option A,21.89,3475.67,47.08,137,2502.38,4467.16,Option B,Option C,UID-25982
UID-72576,Option C,51,No,UNKNOWN,UID-60199,92785,39.08,-122.72,10,36,Option C,No,0,Yes,Yes,Option C,0,No,No,No,No,No,Yes,Yes,Yes,Option B,No,Option B,10.73,7348.65,42.1,123,1550.9,2470.67,Option B,Option A,UID-62818
UID-25217,Option B,44,No,UNKNOWN,UID-10596,92075,38.55,-120.18,2,62,Option B,No,0,Yes,No,Option A,0,No,Yes,No,Yes,Yes,Yes,No,No,Option C,Yes,Option A,87.86,7996.34,35.3,67,3047.71,8445.2,Option A,Option C,UID-59769
UID-52824,Option B,57,Yes,UNKNOWN,UID-56793,96098,41.36,-122.1,5,20,Option B,No,0,Yes,Yes,Option B,0,No,No,No,No,No,No,Yes,Yes,Option B,No,Option B,34.85,1184.02,9.53,106,882.16,3795.68,Option B,Option C,UID-67048
UID-39808,Option B,63,No,UNKNOWN,UID-95289,90665,34.02,-120.44,7,14,Option A,Yes,0,Yes,No,Option B,0,Yes,Yes,No,Yes,Yes,No,No,No,Option A,Yes,Option A,-8.55,5014.26,38.44,103,2232.56,1417.02,Option C,Option A,UID-12684
UID-22604,Option B,52,No,UNKNOWN,UID-59462,95111,39.46,-123.12,3,69,Option C,No,0,Yes,No,Option B,0,No,No,Yes,No,Yes,No,No,No,Option A,Yes,Option C,42.89,1733.73,31.48,1,223.96,6420.17,Option A,Option B,UID-14985
UID-39472,Option A,35,Yes,UNKNOWN,UID-86185,93698,32.7,-119.97,5,46,Option C,Yes,0,No,Yes,Option A,0,Yes,Yes,No,Yes,No,Yes,No,No,Option C,Yes,Option B,59.65,7041.98,25.01,60,1959.02,7559.04,Option B,Option B,UID-87804
UID-75017,Option C,21,No,UNKNOWN,UID-39313,92947,38.78,-115.17,7,56,Option C,No,0,Yes,No,Option C,0,Yes,No,Yes,No,Yes,No,No,No,Option C,No,Option B,66.16,614.35,0.65,58,686.2,9532.89,Option C,Option A,UID-36316
UID-23675,Option C,78,No,UNKNOWN,UID-48865,93915,35.84,-123.47,0,54,Option C,No,0,Yes,No,Option A,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Option C,Yes,Option A,67.52,7269.23,18.47,7,289.01,7525.08,Option B,Option B,UID-52369
UID-22099,Option A,30,Yes,UNKNOWN,UID-31102,90701,38.9,-119.01,4,17,Option A,Yes,0,Yes,Yes,Option C,0,Yes,No,Yes,No,No,No,Yes,Yes,Option C,No,Option B,30.14,7226.52,31.32,149,3092.09,3181.45,Option C,Option B,UID-24347
UID-56969,Option A,30,No,UNKNOWN,UID-52031,90051,33.51,-116.83,4,72,Option C,Yes,0,No,No,Option C,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Option C,No,Option C,2.73,1744.91,11.85,34,101.42,5623.52,Option C,Option A,UID-77285
UID-92457,Option C,62,Yes,UNKNOWN,UID-57762,93751,41.08,-116.03,3,45,Option C,No,0,No,No,Option C,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Option C,Yes,Option C,67.76,2642.63,8.48,121,226.62,8971.26,Option C,Option B,UID-86179
UID-55149,Option C,59,Yes,UNKNOWN,UID-25246,90392,40.12,-116.81,0,27,Option C,Yes,0,No,Yes,Option C,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Option A,No,Option A,-3.54,4516.49,36.09,22,841.59,8762.32,Option B,Option B,UID-71749
UID-23610,Option B,70,Yes,UNKNOWN,UID-60511,95633,36.21,-120.11,3,67,Option B,Yes,0,Yes,Yes,Option C,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Option B,No,Option A,67.68,5342.35,5.73,97,2397.53,10226.47,Option C,Option B,UID-31525
UID-26911,Option C,36,Yes,UNKNOWN,UID-43893,90426,40.71,-119.92,9,55,Option A,No,0,No,Yes,Option B,0,No,No,Yes,No,Yes,Yes,No,Yes,Option B,Yes,Option B,78.1,3277.08,14.12,44,2143.83,5897.51,Option C,Option B,UID-53016
UID-55611,Option A,78,No,UNKNOWN,UID-21244,91182,36.61,-117.03,10,4,Option A,No,0,Yes,No,Option C,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Option C,No,Option B,59.18,2539.49,14.37,77,3324.55,5867.67,Option C,Option A,UID-88716
UID-22760,Option B,59,Yes,UNKNOWN,UID-50841,94728,41.46,-119.73,7,20,Option A,Yes,0,Yes,No,Option A,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Option A,Yes,Option B,27.48,88.64,28.69,117,703.12,1471.63,Option B,Option C,UID-78800
UID-14791,Option B,64,Yes,UNKNOWN,UID-60657,94979,33.31,-120.26,1,30,Option A,Yes,0,Yes,No,Option A,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Option A,No,Option C,49.44,7400.21,41.08,79,2123.47,303.68,Option C,Option C,UID-85576
UID-95061,Option C,79,Yes,UNKNOWN,UID-62515,90227,41.57,-122.06,1,57,Option C,Yes,0,No,Yes,Option A,0,Yes,No,Yes,No,Yes,No,No,No,Option C,No,Option A,58.44,35.97,19.0,115,3309.13,3812.77,Option C,Option C,UID-51044
UID-57325,Option B,25,Yes,UNKNOWN,UID-64460,96112,35.89,-118.62,5,51,Option A,Yes,0,Yes,Yes,Option C,0,No,Yes,Yes,Yes,No,No,No,No,Option A,Yes,Option A,26.04,4788.99,19.32,19,2351.61,10543.77,Option B,Option C,UID-25984
UID-73530,Option A,33,No,UNKNOWN,UID-68476,92036,34.68,-120.9,7,54,Option A,Yes,0,No,No,Option B,0,Yes,No,Yes,Yes,No,Yes,No,No,Option B,No,Option B,88.68,1635.54,3.77,68,3187.92,11005.33,Option B,Option B,UID-83601
UID-64327,Option B,67,Yes,UNKNOWN,UID-83515,95473,37.15,-122.82,9,9,Option A,Yes,0,Yes,No,Option C,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Option A,No,Option B,27.45,8003.52,28.85,6,1946.12,8712.72,Option C,Option C,UID-19610
UID-19256,Option B,37,Yes,UNKNOWN,UID-58340,95214,41.52,-115.33,5,58,Option B,No,0,Yes,Yes,Option A,0,No,Yes,Yes,No,No,No,Yes,Yes,Option A,No,Option A,70.5,2866.04,46.08,0,2073.2,2735.8,Option A,Option A,UID-20187
UID-61506,Option C,64,No,UNKNOWN,UID-51686,92697,35.49,-123.07,3,11,Option B,Yes,0,Yes,No,Option B,0,No,No,Yes,No,No,No,No,No,Option B,Yes,Option C,-6.41,2847.13,41.44,121,2044.27,2063.79,Option A,Option A,UID-51604
UID-79420,Option C,25,Yes,UNKNOWN,UID-35869,90005,34.88,-122.95,4,61,Option B,Yes,0,No,No,Option A,0,No,Yes,No,No,No,Yes,No,No,Option B,Yes,Option C,81.39,7048.59,34.03,58,1914.1,11673.38,Option A,Option B,UID-37572
UID-27946,Option A,57,Yes,UNKNOWN,UID-69184,91961,37.69,-123.28,11,43,Option A,No,0,Yes,No,Option B,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Option B,Yes,Option A,110.78,2161.85,35.92,3,470.08,8396.76,Option A,Option B,UID-12313
UID-98317,Option B,35,No,UNKNOWN,UID-59847,93766,40.6,-123.44,8,18,Option B,No,0,Yes,No,Option B,0,No,No,No,No,Yes,No,Yes,No,Option B,Yes,Option B,-5.81,7676.65,45.32,72,3279.2,11045.79,Option B,Option A,UID-58116
UID-61452,Option C,33,No,UNKNOWN,UID-23788,96019,37.88,-123.5,2,61,Option A,Yes,0,Yes,Yes,Option C,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Option B,Yes,Option C,62.0,1791.02,4.69,60,1215.72,1834.97,Option B,Option C,UID-38367
UID-88754,Option B,58,No,UNKNOWN,UID-44193,95539,40.52,-114.29,3,20,Option B,No,0,No,Yes,Option C,0,No,Yes,No,Yes,No,Yes,No,Yes,Option C,No,Option C,39.23,261.18,48.26,56,174.83,6101.57,Option C,Option A,UID-17245
UID-13323,Option A,26,Yes,UNKNOWN,UID-70638,94404,36.25,-114.4,3,71,Option A,No,0,No,No,Option C,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Option C,Yes,Option A,102.33,7051.23,36.48,94,2643.76,391.43,Option A,Option A,UID-37730
UID-62622,Option C,46,Yes,UNKNOWN,UID-75392,93600,37.74,-123.2,8,7,Option B,Yes,0,Yes,No,Option B,0,Yes,No,Yes,No,No,No,Yes,No,Option C,No,Option C,84.17,7588.13,40.95,60,152.61,2311.97,Option B,Option B,UID-50347
UID-79509,Option C,22,No,UNKNOWN,UID-41567,93206,39.71,-115.11,8,66,Option B,No,0,No,No,Option C,0,No,Yes,Yes,Yes,No,No,Yes,No,Option C,Yes,Option A,58.88,1912.55,27.62,101,3100.71,5441.83,Option C,Option B,UID-82779
UID-83330,Option B,19,Yes,UNKNOWN,UID-57947,96014,34.86,-114.84,1,49,Option B,No,0,No,Yes,Option A,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Option A,Yes,Option A,68.49,3298.6,26.63,90,46.16,1677.88,Option B,Option B,UID-55157
UID-47237,Option B,24,Yes,UNKNOWN,UID-86553,95591,33.77,-119.0,3,65,Option A,Yes,0,Yes,No,Option A,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Option A,Yes,Option B,55.01,327.15,24.13,8,3381.92,11261.53,Option B,Option A,UID-71853
UID-88972,Option B,62,No,UNKNOWN,UID-62500,95353,41.75,-122.5,4,28,Option C,Yes,0,Yes,No,Option C,0,No,No,Yes,No,Yes,No,Yes,Yes,Option C,Yes,Option B,51.12,7549.42,25.44,98,1877.03,11883.59,Option C,Option A,UID-26980
UID-17476,Option A,61,No,UNKNOWN,UID-46478,90072,35.49,-122.54,3,48,Option A,No,0,Yes,No,Option C,0,Yes,No,Yes,No,No,No,Yes,No,Option A,No,Option B,18.2,3764.03,17.75,88,2855.87,1315.04,Option B,Option B,UID-82467
UID-52411,Option A,45,No,UNKNOWN,UID-37404,91075,41.66,-115.92,7,51,Option B,Yes,0,No,Yes,Option B,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Option A,Yes,Option B,27.38,160.0,27.21,96,2512.83,4798.1,Option B,Option A,UID-72104
UID-14003,Option C,48,Yes,UNKNOWN,UID-95871,95935,35.04,-119.25,9,26,Option A,Yes,0,No,Yes,Option A,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Option B,No,Option B,2.25,532.18,17.12,121,3362.84,6668.44,Option C,Option A,UID-46345
UID-78217,Option B,32,No,UNKNOWN,UID-95273,93956,35.6,-122.65,8,69,Option C,No,0,Yes,Yes,Option B,0,No,Yes,Yes,No,No,No,Yes,Yes,Option C,Yes,Option B,-7.54,1546.86,44.47,0,2767.14,6304.91,Option C,Option B,UID-65742
UID-95155,Option A,40,No,UNKNOWN,UID-32583,95482,36.06,-118.28,5,1,Option B,No,0,Yes,No,Option C,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Option B,Yes,Option B,11.06,3450.07,38.43,12,3385.27,5745.95,Option C,Option B,UID-61406
UID-34220,Option A,59,No,UNKNOWN,UID-83506,94234,38.72,-117.73,11,66,Option B,Yes,0,No,Yes,Option C,0,Yes,No,Yes,No,Yes,Yes,No,No,Option C,No,Option B,111.84,3036.41,37.27,145,388.11,6179.42,Option B,Option C,UID-39084
UID-69715,Option A,55,No,UNKNOWN,UID-85179,94166,41.53,-121.48,0,60,Option A,Yes,0,Yes,Yes,Option B,0,Yes,No,No,No,No,Yes,Yes,Yes,Option A,No,Option B,17.94,5894.74,35.3,101,1623.83,7280.66,Option C,Option C,UID-12839
UID-15992,Option C,65,No,UNKNOWN,UID-71565,93363,36.51,-118.73,9,68,Option C,No,0,Yes,No,Option A,0,No,No,Yes,No,Yes,No,No,Yes,Option B,No,Option B,31.63,5402.96,22.2,79,263.8,298.87,Option B,Option C,UID-86803
UID-31779,Option B,60,Yes,UNKNOWN,UID-51435,95313,40.25,-124.16,6,21,Option A,Yes,0,No,No,Option C,0,No,Yes,No,Yes,No,No,Yes,Yes,Option B,No,Option C,16.64,4199.84,4.75,59,340.19,178.13,Option B,Option A,UID-35950
UID-17285,Option C,19,No,UNKNOWN,UID-27973,93910,38.27,-120.54,1,23,Option B,Yes,0,No,No,Option A,0,No,Yes,No,No,Yes,Yes,Yes,No,Option C,Yes,Option A,0.44,7092.87,17.2,50,525.18,2416.25,Option A,Option C,UID-75680
UID-81473,Option C,71,No,UNKNOWN,UID-24368,90847,34.16,-115.04,6,24,Option A,No,0,No,Yes,Option A,0,No,No,No,No,Yes,Yes,No,No,Option B,No,Option C,30.88,8602.48,20.02,133,1599.01,3651.97,Option B,Option C,UID-49854
UID-53187,Option C,24,Yes,UNKNOWN,UID-35074,93746,37.67,-115.63,1,67,Option C,No,0,Yes,No,Option C,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Option A,No,Option A,34.34,3022.47,6.4,23,965.37,3364.76,Option A,Option B,UID-32605
UID-53588,Option B,64,No,UNKNOWN,UID-10953,94531,35.09,-115.28,2,63,Option A,No,0,Yes,Yes,Option A,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Option A,No,Option A,38.29,7297.69,44.72,44,2202.56,898.64,Option A,Option A,UID-55061
UID-72014,Option C,77,Yes,UNKNOWN,UID-75079,91926,40.65,-115.35,11,23,Option C,No,0,Yes,No,Option A,0,Yes,Yes,No,Yes,No,No,Yes,No,Option B,No,Option C,88.24,5516.01,3.01,1,368.45,8705.42,Option A,Option B,UID-29201
UID-53212,Option C,68,No,UNKNOWN,UID-59612,90109,33.3,-122.73,7,26,Option C,No,0,Yes,No,Option C,0,Yes,No,No,No,Yes,No,Yes,Yes,Option C,No,Option B,103.92,1629.7,9.2,133,3324.55,180.3,Option A,Option A,UID-37886
UID-93221,Option C,58,No,UNKNOWN,UID-50686,90636,34.45,-117.82,11,53,Option C,Yes,0,Yes,Yes,Option C,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Option A,Yes,Option A,83.48,7370.54,18.86,78,2470.42,5932.17,Option B,Option C,UID-61590
UID-43011,Option A,25,No,UNKNOWN,UID-86191,91402,40.5,-123.41,6,51,Option B,Yes,0,No,Yes,Option C,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Option A,Yes,Option C,-3.53,4142.11,12.42,149,3066.26,618.37,Option C,Option A,UID-56246
UID-15265,Option B,73,No,UNKNOWN,UID-61097,90657,41.23,-120.99,11,25,Option C,No,0,No,Yes,Option A,0,Yes,No,No,Yes,Yes,No,No,No,Option A,No,Option B,114.71,3842.62,18.56,97,2935.4,10300.64,Option C,Option A,UID-77930
UID-37361,Option B,57,Yes,UNKNOWN,UID-43331,91751,35.69,-117.8,3,40,Option C,No,0,No,Yes,Option B,0,No,No,No,No,No,No,Yes,No,Option C,Yes,Option B,-2.88,6765.29,18.61,90,2238.29,10435.23,Option B,Option B,UID-10537
UID-11100,Option B,70,No,UNKNOWN,UID-65593,90688,32.89,-123.1,7,56,Option A,Yes,0,Yes,Yes,Option B,0,Yes,No,No,Yes,Yes,No,Yes,Yes,Option A,No,Option B,78.17,7329.29,21.12,67,1721.44,4380.58,Option A,Option C,UID-48200
UID-78962,Option B,21,Yes,UNKNOWN,UID-35099,92170,35.73,-117.43,10,3,Option C,No,0,No,Yes,Option B,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Option C,No,Option A,42.26,3947.55,49.05,23,1272.47,6670.15,Option A,Option B,UID-65247
UID-27192,Option C,41,Yes,UNKNOWN,UID-79767,93289,33.97,-122.28,7,57,Option C,Yes,0,Yes,No,Option C,0,Yes,No,No,Yes,Yes,No,No,No,Option B,No,Option B,79.12,5565.94,34.04,66,3001.19,3766.4,Option C,Option A,UID-17270
UID-17047,Option C,49,Yes,UNKNOWN,UID-72558,91073,41.4,-122.68,3,36,Option A,Yes,0,Yes,No,Option C,0,No,Yes,No,Yes,No,Yes,No,No,Option A,Yes,Option B,57.26,7810.72,2.0,92,2068.78,1872.9,Option A,Option C,UID-88715
UID-96665,Option B,50,No,UNKNOWN,UID-93075,91265,38.4,-114.65,11,38,Option C,Yes,0,No,No,Option A,0,No,No,Yes,No,Yes,No,Yes,Yes,Option C,No,Option C,4.01,5756.35,22.44,52,2220.92,10895.85,Option B,Option B,UID-93987
UID-20991,Option C,33,No,UNKNOWN,UID-82599,94291,33.94,-122.2,11,42,Option C,No,0,Yes,Yes,Option C,0,Yes,No,No,No,No,No,Yes,Yes,Option A,Yes,Option B,-3.18,6609.69,4.21,137,2019.76,2121.9,Option C,Option B,UID-36131
UID-38475,Option A,64,No,UNKNOWN,UID-23430,94969,33.47,-124.18,10,43,Option A,No,0,Yes,No,Option B,0,No,No,No,No,No,No,Yes,Yes,Option A,Yes,Option C,15.47,7486.6,31.3,2,2187.87,6283.01,Option B,Option C,UID-29786
UID-37585,Option A,77,No,UNKNOWN,UID-65625,92238,40.37,-118.81,5,43,Option A,Yes,0,Yes,No,Option C,0,No,No,Yes,No,No,No,No,Yes,Option B,Yes,Option C,28.1,3687.41,10.78,42,2340.55,7933.32,Option B,Option B,UID-10712
UID-70010,Option B,72,No,UNKNOWN,UID-49622,94647,41.87,-115.62,4,36,Option B,Yes,0,No,No,Option C,0,Yes,Yes,No,No,No,No,Yes,Yes,Option C,Yes,Option C,100.71,2150.94,4.54,149,1971.4,8576.65,Option C,Option C,UID-16335
UID-90363,Option C,65,No,UNKNOWN,UID-79007,95432,36.77,-119.11,10,7,Option A,No,0,Yes,No,Option B,0,No,No,Yes,No,No,Yes,Yes,No,Option A,No,Option A,70.85,4573.7,29.82,53,1433.9,5898.52,Option B,Option A,UID-49443
UID-77633,Option B,66,Yes,UNKNOWN,UID-36113,91620,36.68,-117.94,7,48,Option A,No,0,No,Yes,Option B,0,No,Yes,Yes,Yes,No,No,No,No,Option C,No,Option A,-6.78,3867.28,8.29,24,633.63,4888.73,Option A,Option B,UID-10261
UID-69282,Option B,26,No,UNKNOWN,UID-38557,90168,37.12,-116.2,3,60,Option B,Yes,0,No,Yes,Option A,0,No,Yes,No,Yes,Yes,No,No,No,Option C,No,Option A,48.97,2588.69,33.51,30,1503.05,1135.4,Option A,Option A,UID-43149
UID-24667,Option A,78,No,UNKNOWN,UID-69912,95486,34.61,-123.11,7,20,Option A,Yes,0,Yes,Yes,Option B,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Option B,Yes,Option C,60.55,1146.87,43.24,74,1219.41,9175.34,Option C,Option A,UID-28818
UID-29403,Option B,30,Yes,UNKNOWN,UID-95239,95044,33.48,-116.6,2,3,Option A,Yes,0,No,No,Option B,0,Yes,No,No,No,No,No,Yes,Yes,Option B,No,Option A,94.07,4802.28,12.56,31,92.17,5704.66,Option B,Option C,UID-56999
UID-53301,Option B,63,No,UNKNOWN,UID-39268,91465,32.76,-123.78,1,67,Option C,No,0,Yes,Yes,Option B,0,No,No,No,Yes,Yes,Yes,No,No,Option B,Yes,Option C,36.56,2116.45,33.1,112,2957.9,1921.82,Option C,Option B,UID-25997
UID-85740,Option A,32,No,UNKNOWN,UID-46705,95255,34.88,-123.99,0,10,Option A,No,0,No,Yes,Option A,0,No,No,Yes,Yes,No,No,No,Yes,Option C,No,Option B,102.19,1918.89,48.52,14,1057.02,7715.77,Option B,Option A,UID-16705
UID-49609,Option B,55,No,UNKNOWN,UID-10705,90962,35.7,-114.89,8,28,Option C,No,0,Yes,No,Option B,0,No,No,Yes,No,No,No,No,Yes,Option B,Yes,Option C,94.12,7174.26,3.06,39,2724.23,9497.17,Option A,Option B,UID-23308
UID-88820,Option C,70,No,UNKNOWN,UID-46283,91408,33.0,-120.04,2,67,Option C,No,0,Yes,No,Option A,0,No,Yes,No,Yes,Yes,Yes,No,No,Option A,No,Option C,116.45,26.43,33.03,58,2725.37,5437.76,Option A,Option A,UID-94087
UID-87677,Option A,76,No,UNKNOWN,UID-86296,92613,39.98,-119.52,0,1,Option B,No,0,No,Yes,Option C,0,Yes,Yes,No,No,No,No,No,Yes,Option C,No,Option C,66.25,7262.57,42.4,85,192.56,7623.13,Option C,Option C,UID-55281
UID-16259,Option B,60,No,UNKNOWN,UID-61790,95585,32.63,-119.98,4,57,Option C,Yes,0,Yes,Yes,Option A,0,Yes,Yes,Yes,No,Yes,No,No,No,Option C,No,Option B,68.56,6098.01,24.19,98,2529.14,8845.44,Option B,Option C,UID-59944
UID-26023,Option C,27,No,UNKNOWN,UID-13920,95873,37.85,-119.44,8,3,Option B,No,0,Yes,Yes,Option C,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Option A,Yes,Option B,22.52,7604.34,48.37,49,2574.34,3436.03,Option C,Option C,UID-62247
UID-98997,Option C,73,No,UNKNOWN,UID-36479,90906,37.23,-121.86,1,61,Option C,No,0,No,Yes,Option A,0,Yes,No,Yes,No,Yes,No,No,No,Option B,No,Option A,41.54,64.08,28.05,123,3497.01,3643.14,Option A,Option B,UID-83683
UID-61833,Option A,30,No,UNKNOWN,UID-41689,95016,32.92,-115.0,9,1,Option B,Yes,0,No,Yes,Option C,0,Yes,No,No,No,No,No,Yes,No,Option B,Yes,Option A,1.63,1085.58,21.3,36,1452.32,2752.48,Option C,Option C,UID-36784
UID-36307,Option A,25,No,UNKNOWN,UID-25918,90112,39.41,-123.85,7,10,Option C,No,0,No,Yes,Option A,0,Yes,No,No,No,No,No,Yes,Yes,Option A,Yes,Option C,46.82,869.93,16.39,122,165.13,189.73,Option A,Option A,UID-89881
UID-87356,Option C,32,No,UNKNOWN,UID-83646,93389,37.48,-122.71,3,17,Option A,Yes,0,No,No,Option A,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Option B,No,Option C,67.86,5097.5,35.2,66,1450.99,4291.36,Option B,Option B,UID-86201
UID-55560,Option C,66,No,UNKNOWN,UID-35291,91059,33.6,-116.08,10,23,Option C,No,0,Yes,Yes,Option B,0,Yes,No,No,Yes,Yes,Yes,No,No,Option A,Yes,Option B,71.99,2226.42,16.66,53,2807.77,7866.08,Option B,Option A,UID-15575
UID-59296,Option C,26,No,UNKNOWN,UID-26417,92458,39.52,-114.59,8,35,Option B,Yes,0,Yes,Yes,Option C,0,Yes,No,Yes,No,Yes,No,No,No,Option C,No,Option B,96.97,5335.32,43.83,118,1418.94,2604.41,Option B,Option A,UID-41286
UID-98333,Option A,25,Yes,UNKNOWN,UID-39402,90309,36.21,-120.11,2,32,Option A,Yes,0,Yes,No,Option A,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Option C,Yes,Option B,43.94,3155.96,4.98,99,919.57,5556.58,Option B,Option B,UID-24280
UID-72563,Option A,66,Yes,UNKNOWN,UID-96781,91203,36.75,-115.95,0,52,Option C,Yes,0,Yes,No,Option A,0,No,No,Yes,No,Yes,No,Yes,No,Option B,No,Option C,37.32,4126.21,8.48,140,2556.18,5859.6,Option B,Option B,UID-76413
UID-27771,Option A,55,Yes,UNKNOWN,UID-93718,90440,37.6,-114.23,9,37,Option C,Yes,0,No,No,Option C,0,No,No,No,No,No,Yes,Yes,Yes,Option A,No,Option A,90.95,6478.89,19.23,30,2643.6,8442.59,Option A,Option A,UID-55371
UID-30248,Option B,31,No,UNKNOWN,UID-90574,92131,34.84,-121.14,6,70,Option A,Yes,0,No,Yes,Option A,0,No,No,No,No,Yes,No,Yes,No,Option A,Yes,Option B,57.63,92.51,18.7,107,1104.83,3427.24,Option A,Option A,UID-87450
UID-36448,Option B,77,No,UNKNOWN,UID-53890,95786,39.04,-117.74,7,18,Option B,Yes,0,Yes,No,Option C,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Option C,No,Option C,44.14,4994.25,35.33,38,38.08,10768.53,Option A,Option A,UID-62356
UID-84183,Option B,43,No,UNKNOWN,UID-66047,90855,34.27,-118.44,4,19,Option B,Yes,0,Yes,No,Option B,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Option C,Yes,Option A,-0.18,4225.31,32.4,73,802.58,1976.64,Option C,Option A,UID-16507
UID-59390,Option C,28,Yes,UNKNOWN,UID-34223,94660,36.57,-124.06,11,66,Option B,No,0,No,No,Option A,0,Yes,No,No,Yes,No,Yes,Yes,No,Option C,Yes,Option C,86.85,5296.79,22.03,109,1734.96,9852.2,Option B,Option C,UID-45550
UID-50386,Option B,58,Yes,UNKNOWN,UID-81419,93404,38.03,-115.63,8,61,Option C,No,0,No,No,Option C,0,No,Yes,No,No,No,Yes,Yes,Yes,Option A,No,Option B,113.11,3114.75,31.5,34,3076.72,2276.18,Option B,Option B,UID-71942
UID-80004,Option B,39,Yes,UNKNOWN,UID-70751,93807,35.96,-120.0,2,31,Option A,Yes,0,No,Yes,Option B,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Option A,No,Option A,54.13,236.02,22.64,150,3546.7,6343.82,Option A,Option B,UID-37411
UID-29753,Option C,60,Yes,UNKNOWN,UID-16075,96123,36.49,-124.0,5,17,Option C,Yes,0,No,No,Option B,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Option B,No,Option A,31.74,7781.8,10.8,16,1.96,2788.06,Option A,Option C,UID-20574
UID-52740,Option A,21,Yes,UNKNOWN,UID-77727,90208,40.58,-118.4,0,8,Option B,Yes,0,Yes,No,Option C,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Option B,No,Option A,1.28,6351.04,10.68,113,713.01,9074.58,Option C,Option B,UID-92621
UID-33894,Option B,63,Yes,UNKNOWN,UID-46207,95181,40.05,-116.41,9,15,Option C,Yes,0,Yes,Yes,Option C,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Option C,Yes,Option C,-7.58,7074.15,22.44,65,2917.6,269.5,Option A,Option B,UID-59724
